,Shop Name,Address 1,Address 2,City,State/Province,Zip/Postcode,Country,Website,Phone,Email,Added,Updated,CBD,Biz Type,MJ,Kratom,Buyer name
,Yerb Labs,107 S Evers St,,Plant City,FL,33563,US,https://yerb-labs.com/,8134211661,yerblabs@gmail.com,2022-02-04,2/4/2022,Yes,C,CBD,,
,"Your CBD Store - Plant City, FL",2909 James L Redman Pkwy #7,,Plant City,FL,33566,US,https://cbdrx4u.com/,8136528191,plantcity439@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Cozy Corner & Novelties,4244 Peters Rd,,Plantation,FL,33317,US,,9544966046,,2019-04-02,4/2/2019,Yes,H,CBD,Yes,
,Smoke Valley Smoke Shop,1909 N Pine Island,,Plantation,FL,33322,US,https://smokevalleysmokeshop.com/,9545147212,,2021-09-27,,Yes,S,CBD,Yes,
,1st Wave Vapor Pompano Beach,2767 E Atlantic Blvd,,Pompano Beach,FL,33062,US,,7542050190,justin.1stwavevapor@gmail.com,2018-07-25,12/24/2018,Yes,V,CBD,,
,All Day Vaper,1421 SW 26th Ave,,Pompano Beach,FL,33069,US,,9543757766,dan@alldayvaper.com,2018-06-03,6/18/2019,,V,,,
,Awa Na Kava Lounge,619 E Atlantic Blvd,,Pompano Beach,FL,33060,US,https://www.awanakavabar.com/,9546578406,awana@awanakavabar.com,2018-08-10,9/23/2021,Yes,V,CBD,Yes,
,Awa Na Zen Kava Bar,698 E McNab Rd,,Pompano Beach,FL,33060,US,https://www.awanakavabar.com/,9545807047,awana@awanakavabar.com,2021-09-23,9/23/2021,Yes,V,CBD,Yes,
,CBD Plus USA - Pompano Beach,1160 N Federal Hwy,,Pompano Beach,FL,33062,US,https://cbdplususa.com/,8334223758,pompano@cbdplususa.com,2019-11-07,11/7/2019,Yes,C,CBD,,
,Dab City Tobacco & Vape,1265 S Federal Hwy,,Pompano Beach,FL,33062,US,https://dabcitysmoke.com/,9545329047,,2021-04-14,,Yes,S,CBD,Yes,
,Dope Smoke Shop,2755 W Atlantic Blvd,,Pompano Beach,FL,33069,US,https://dopesmokeshop.com/,9547591968,dopesmokeshop7@gmail.com,2021-09-24,,Yes,S,CBD,Yes,
,Grateful J's Pompano Beach,122 S Federal Hwy,,Pompano Beach,FL,33062,US,https://gratefuljs.com/,9549333730,,2018-08-06,9/21/2019,Yes,H,CBD,Yes,
,Happy Lou's Smoke Shop,3165 E Atlantic Blvd,,Pompano Beach,FL,33062,US,,7542052245,happyloussmokeshop@gmail.com,2018-09-10,5/24/2020,Yes,S,CBD,Yes,
,Pro Vapor,230 S Cypress Rd Unit A,,Pompano Beach,FL,33060,US,https://www.provaporfl.com/,9545320506,provaporfl@gmail.com,2018-09-10,12/31/2019,Yes,V,CBD,,
,Pure Smoke Vape & CBD,214 N Flagler Ave,,Pompano Beach,FL,33060,US,https://www.710loudpack.com/,7868317642,hassawn@gmail.com,2019-06-18,,Yes,S,CBD,Yes,
,Universal Smoke Shop,10700 Wiles Rd,,Pompano Beach,FL,33076,US,,9542535480,,2021-09-28,,Yes,S,CBD,Yes,
,Vapor N Smoke,1430 E Atlantic Blvd,,Pompano Beach,FL,33060,US,http://www.vapornsmoke.com/,7542054775,vapornsmoke1@gmail.com,2018-09-06,3/8/2020,Yes,S,CBD,Yes,
,CBD Sawgrass,880 A1A N #24,,Ponte Vedra Beach,FL,32082,US,https://www.cbdsawgrass.com/,9043954000,info@cbdsawgrass.com,2020-11-30,,Yes,C,CBD,,
,City Vapor & E-Cig Port Charlotte,4860 Tamiami Trail,,Port Charlotte,FL,33980,US,,2398983547,,2018-08-06,12/14/2019,Yes,V,CBD,,
,EZ Liquor,3651 Tamiami Trl,,Port Charlotte,FL,33952,US,,9413916677,,2021-10-08,10/8/2021,Yes,S,CBD,,
,Fine Tobacco,2150 Tamiami Trl Unit 2,,Port Charlotte,FL,33948,US,,9417437070,,2021-10-11,,,S,,,
,Jack and Jill Adult Superstore,2782 Tamiami Trl,,Port Charlotte,FL,33952,US,https://www.jackandjilladult.com,9415850097,jackandjilladult@icloud.com,2019-06-15,,,O,,,
,Payless Smoke Shop,3769 Tamiami Trail Unit A,,Port Charlotte,FL,33952,US,,9418832136,,2020-02-03,,Yes,S,CBD,,
,Rolly Smokes,3750 N Tamiami Trail,,Port Charlotte,FL,33952,US,,9418897275,,2020-02-11,,Yes,S,CBD,Yes,
,Serenity Vape,3860 Tamiami Trl Ste B,,Port Charlotte,FL,33952,US,https://myserenityvapor.com/,9412358989,serenityvaper@gmail.com,2020-10-16,,Yes,V,CBD,Yes,
,The King of Vape,2231 Tamiami Trl Unit C,,Port Charlotte,FL,33948,US,https://thekingofvape.com/,9414567447,sales@thekingofvape.com,2018-09-25,8/15/2019,Yes,V,CBD,,
,The King of Vape,23951 Peachland Blvd Unit 1,,Port Charlotte,FL,33954,US,https://thekingofvape.com/,9418834863,sales@thekingofvape.com,2018-09-25,8/15/2019,Yes,V,CBD,,
,The Smokin' Knight,2221 Tamiami Trl Ste E,,Port Charlotte,FL,33948,US,,9417646440,smokinknight@gmail.com,2018-11-14,,Yes,H,CBD,Yes,
,"Your CBD Store - Punta Gorda/Port Charlotte, FL",4300 Kings Hwy Unit 205-B,,Port Charlotte,FL,33980,US,https://cbdrx4u.com/,9415879029,,2019-09-11,9/11/2019,Yes,C,CBD,,
,GreenAid Smoke Shop,3813 Clyde Morris Blvd Ste 102,,Port Orange,FL,32129,US,,3862813451,,2021-10-02,,Yes,S,CBD,Yes,
,Pumpernickel Pops Smoke Shop & Vape Store,5515 S Williamson Blvd,,Port Orange,FL,32128,US,https://www.pumpernickelpops.com/,3868723337,pops@pumpernickelpops.com,2021-10-12,2/16/2022,Yes,S,CBD,Yes,
,Vapermate,3833 S Nova Rd,,Port Orange,FL,32127,US,https://www.vapermate.com/,3864927975,portorange.fl@vapermate.com,2018-08-19,2/17/2020,Yes,S,CBD,,
,DNA Smoke Shop,6402 Ridge Rd,,Port Richey,FL,34668,US,,7273123862,dnasmokeshop@outlook.com,2018-10-31,1/18/2020,Yes,S,CBD,Yes,
,Electron Cig,7200 Ridge Rd Ste 10,,Port Richey,FL,34668,US,https://www.electroncig.com,7274947655,sales@elctroncig.com,2018-08-06,12/17/2019,Yes,V,CBD,,
,Heartland CBD,6802 Ridge Rd,,Port Richey,FL,34668,US,https://heartlandcbd.com/,7273123121,info@heartlandcbd.com,2021-01-23,,Yes,C,CBD,,
,Hookah Sensation,11134 US-19,,Port Richey,FL,34668,US,http://hookahsensation.com/,7276053684,,2018-08-06,9/29/2019,Yes,S,CBD,Yes,
,Hookah Sensation,6141 Ridge Rd,,Port Richey,FL,34668,US,http://hookahsensation.com/,7272323772,,2018-08-06,7/31/2019,Yes,S,CBD,Yes,
,Lit Smoke Shop,8738 US-19,,Port Richey,FL,34668,US,,7278079099,litsmokeshoppr18@gmail.com,2018-09-10,5/25/2020,Yes,S,CBD,Yes,
,Vape Supply Plus Port Richey,9492 US-19,Embassy Plaza,Port Richey,FL,34668,US,http://vapesupplypr.com,7278073338,vapesupplypluspr@gmail.com,2019-07-21,,Yes,V,CBD,,
,Vapor Dog,8219 US-19,,Port Richey,FL,34668,US,http://www.vapor-dog.com/,7274947524,vapordognpr@gmail.com,2019-10-05,,Yes,V,CBD,Yes,
,"Your CBD Store - Port Richey, FL",9686 US-19,,Port Richey,FL,34668,US,https://cbdrx4u.com/,7278440444,portrichey@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Bio-logic CBD Health and Wellness,10987 US-1,,Port Saint Lucie,FL,34952,US,,7728773504,biologicpsl@yahoo.com,2020-06-21,,Yes,C,CBD,,
,ATL Vaping,301 Monument Ave #A,,Port St Joe,FL,32456,US,,8502273099,,2019-07-19,,Yes,V,CBD,,
,BocaVapes PSL,1004 SW St Lucie West Blvd,,Port St Lucie,FL,34986,US,http://bocavapespsl.com/,7722127902,support@bocavapes.com,2019-03-25,7/27/2019,,V,,,
,Discount Vapor,6799 S US-1,,Port St Lucie,FL,34952,US,,7723077305,,2021-09-29,,Yes,V,CBD,Yes,
,S & M Smoke Shop,914 SW Gatlin Blvd,,Port St Lucie,FL,34953,US,,7722495344,,2019-05-09,,,S,,,
,Vapor Escape Lounge,1692 SE Port St Lucie Blvd,,Port St Lucie,FL,34952,US,https://www.vaporescapepsl.com/,7727775737,info@vaporescapepsl.com,2017-06-18,1/17/2019,,V,,,
,Vapor Rocket,897 E Prima Vista Blvd,,Port St Lucie,FL,34952,US,https://www.vaporrocket.com,7722490735,customerservice@vaporrocket.com,2018-09-09,4/7/2020,Yes,V,CBD,,
,Vapor Rocket 5,2832 SW Port St Lucie Blvd,,Port St Lucie,FL,34953,US,https://www.vaporrocket.com/,7722495228,customerservice@vaporrocket.com,2018-09-08,3/11/2020,,V,,,
,Broken Glass Smoke Shop,343 SE Port St Lucie Blvd Ste 307,,Port St. Lucie,FL,34984,US,,7726073469,,2019-07-28,12/16/2021,Yes,S,CBD,Yes,
,Double D's Tobacco,7560 S US-1,,Port St. Lucie,FL,34952,US,,7728719910,,2019-10-21,10/21/2019,Yes,S,CBD,Yes,
,High Expectations,8759 S Federal Hwy,,Port St. Lucie,FL,34952,US,,7722482212,,2021-10-01,,Yes,H,CBD,Yes,
,Peace Avenue,6658 US-1,,Port St. Lucie,FL,34952,US,,7724601114,,2019-11-07,,Yes,H,CBD,Yes,
,Peace Avenue,207 SW Port St Lucie Blvd,,Port St. Lucie,FL,34984,US,,7728792100,,2018-10-31,11/7/2019,Yes,H,CBD,Yes,
,PSL Smoke & Vape,10008 S US-1,,Port St. Lucie,FL,34952,US,,7728773870,,2021-10-02,,Yes,S,CBD,Yes,
,Yoga Smokes,1762 SE Port St Lucie Blvd,,Port St. Lucie,FL,34952,US,https://www.yogasmokes.com,8133036388,info@yogasmokes.com,2021-01-19,1/19/2021,Yes,S,CBD,Yes,
,"Your CBD Store - Port St. Lucie, FL",2818 SW Port St. Lucie Blvd,,Port St. Lucie,FL,34953,US,https://cbdrx4u.com/,7722077302,yourpslcbdstore@gmail.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,City Vapor & E-Cig,1600 Tamiami Trail,,Punta Gorda,FL,33950,US,http://www.cityvaporandecig.com/,8778639323,webdesign@cityvaporecig.com,2014-09-26,3/25/2019,,V,,,
,Fly Smoke Shop & CBD Dispensary,3838 US-301 S,,Riverview,FL,33578,US,https://flysmokeshop.com,8134850165,flysmokeshop@gmail.com,2021-01-05,1/5/2021,Yes,S,CBD,,
,Just Chill'n,9419 US-301,,Riverview,FL,33578,US,,8136723673,justchilln1@verizon.net,2018-11-13,12/23/2019,Yes,H,CBD,Yes,
,King Hookah Lounge & Smoke Shop,9844 US Hwy 301 S,,Riverview,FL,33578,US,,8136050657,,2021-10-03,,,L,,Yes,
,Miracle CBD & More,7441 US-301 Ste 111,,Riverview,FL,33578,US,https://miraclecbdandmore.com/,8133740126,info@miraclecbdandmore.com,2018-09-11,3/13/2021,Yes,V,CBD,Yes,
,Tampa Vapor Brandon,10312 Bloomingdale Ave Ste 110,,Riverview,FL,33578,US,http://www.tampavapor.com/,8136228277,tampavapor@gmail.com,2018-09-30,,Yes,V,CBD,Yes,
,Vape-ology,11637 Boyette Rd,,Riverview,FL,33569,US,https://vape-ology-vape-shop-and-cbd.business.site/,8137699403,vapeology2@gmail.com,2020-12-14,,Yes,V,CBD,,
,Vibez Vapor & Smoke Shop,7230 US-301 #1,,Riverview,FL,33578,US,http://vibez-smoke-shop.business.site/,8135282009,vibezsmoke@gmail.com,2019-09-29,,Yes,S,CBD,Yes,
,Vibez Vapor Smoke Shop & CBD Dispensary 2,9034 Progress Blvd,,Riverview,FL,33578,US,https://vibezvapor2.business.site/,8133735514,vibezsmoke@gmail.com,2020-12-12,,Yes,V,CBD,,
,Vibez Vapor Smoke Shop & CBD Dispensary 3,12953 US-301 S Unit 104,,Riverview,FL,33578,US,,8134430123,vibezsmoke@gmail.com,2020-12-12,,Yes,V,CBD,Yes,
,Cloud Nine Smoke Shop,3695 Murrell Rd #3,,Rockledge,FL,32955,US,,3219140855,thenvsdesign@yahoo.com,2019-01-02,1/2/2019,Yes,S,CBD,Yes,
,Kronic,634 Barnes Blvd #130,,Rockledge,FL,32955,US,https://www.kronicusa.com,3214082997,kronic2am@gmail.com,2021-03-26,3/26/2021,,S,,,
,Cannabliss Care,11369 Okeechobee Blvd Ste 400,,Royal Palm Beach,FL,33411,US,http://www.cannablisscare.net,5615304187,leepagan@yahoo.com,2019-05-17,,Yes,C,CBD,,
,Glass Chamber,11150 Okeechobee Blvd Ste U,,Royal Palm Beach,FL,33411,US,https://glasschamberfl.com/,5617535658,glasschamberonline@gmail.com,2021-10-01,,Yes,S,CBD,Yes,
,Loxahatchee Reds,1173 Royal Palm Beach Blvd,,Royal Palm Beach,FL,33411,US,http://loxahatcheereds.com/,5617928808,info@loxahatcheereds.com,2018-09-30,,Yes,T,CBD,,
,The 41 Smoke Shop,317 N US-41,,Ruskin,FL,33570,US,,8134194923,,2020-04-16,,Yes,S,CBD,Yes,
,Old Town Vapor Lounge,1797 Old Moultrie Rd Ste 109,,Saint Augustine,FL,32084,US,http://oldtownvaporlounge.com/,9044299887,oldtownvaporlounge@gmail.com,2015-05-30,12/30/2018,,V,,,
,TJ's Smoke Shop,1092 S Ponce de Leon Blvd,,Saint Augustine,FL,32084,US,,9043427661,,2019-04-02,4/2/2019,,S,,Yes,
,Cloud Saints Vape Shop,3423 13th St,,Saint Cloud,FL,34769,US,https://www.cloudsaintsvape.com/,4075563932,cloudsaintsvapeshop@gmail.com,2014-09-24,4/5/2019,Yes,V,CBD,,
,GL Vape Depot,55 13th St,,Saint Cloud,FL,34769,US,http://www.glvapedepot.com/,4079577833,,2014-09-01,1/28/2019,Yes,V,CBD,,
,Planet Vape & Smoke,4125 Race Track Rd Ste 103,,Saint Johns,FL,32259,US,https://planetvapestjohns.com/,9044157388,planetsmokeshop@icloud.com,2021-10-11,,Yes,S,CBD,,
,Healthy Hemp Outlet,2944 49th St N,,Saint Petersburg,FL,33710,US,https://www.healthyhempoutlet.com/,7277551223,info@hhoutlet.com,2019-08-17,,Yes,C,CBD,,
,Healthy Hemp Outlet,1114 Central Ave,,Saint Petersburg,FL,33705,US,https://hhoutlet.com/,7277551223,info@hhoutlet.com,2019-08-17,8/17/2019,Yes,C,CBD,,
,Peace Of Mind Smoke Shop,1628 Central Ave N,,Saint Petersburg,FL,33712,US,,7276234838,,2018-11-24,11/24/2018,Yes,H,CBD,Yes,
,Pipe Dreamz Smoke Shop,4215 4th St N,,Saint Petersburg,FL,33703,US,https://pipedreamzstpete.com/,7274988543,pipedreamzstpete@gmail.com,2019-01-02,1/3/2019,Yes,H,CBD,Yes,
,Scorpion Smoke Shop,1116 34th St N,,Saint Petersburg,FL,33713,US,https://scorpion-smoke-shop.business.site/,7273228888,eddiekhem@yahoo.com,2018-11-01,11/1/2018,Yes,S,CBD,Yes,
,Smokin Pipes Smoke Shop St. Petersburg,6200 Haines Road N,,Saint Petersburg,FL,33702,US,http://www.smokinpipesstpete.com,7273174955,smokinpipes2012@gmail.com,2018-11-08,,Yes,S,CBD,Yes,
,Strange Cloudz Vape And Smoke Shop,4691 100th Way N Ste A,,Saint Petersburg,FL,33708,US,http://strange-cloudz.com,7278260355,strangecloudz17@gmail.com,2021-06-14,,Yes,V,CBD,Yes,
,Tobacco Depot,10462 Roosevelt Blvd N,,Saint Petersburg,FL,33716,US,http://tobaccodepot.com,7275766901,store_725@tobaccodepot.com,2018-10-25,10/19/2021,,T,,,
,Cannabidiol Life,2620 Iroquois Avenue,,Sanford,FL,32773,US,https://cbdoilsandedibles.com,8339294367,info@cannabidiollife.com,2020-06-22,,Yes,C,CBD,,
,Dr Herbal Smoke Shop,231 Towne Center Cir,,Sanford,FL,32771,US,,4072943315,sales@drherbal.shop,2021-10-02,,Yes,H,CBD,,
,Exhale CBD Apothecary,403 Sanford Ave,,Sanford,FL,32771,US,https://exhalecbdapothecary.com/,4078780010,,2021-10-01,,Yes,C,CBD,,
,High Roller E-Cigs And Vapor,2533 S French Ave,,Sanford,FL,32773,US,,4073147286,customerservice@highrollerecig.com,2015-02-15,12/25/2018,,V,,,
,Pipe Dreams 1,2921 S Orlando Dr #138,,Sanford,FL,32773,US,,4073021717,,2019-01-03,,,S,,,
,Red Eye Smoke Shop,3836 S Orlando Dr,,Sanford,FL,32773,US,https://red-eye-smoke-shop.business.site/,3213634324,,2021-10-02,,Yes,S,CBD,Yes,
,Smoker World,3657 S Orlando Dr Ste 200,,Sanford,FL,32773,US,,4078781250,smokerworld39@yahoo.com,2021-10-02,,Yes,S,CBD,Yes,
,The Healthy Buddah,405 Sanford Ave,,Sanford,FL,32771,US,https://www.healthybuddah.com/,4078787814,,2020-04-11,4/11/2020,Yes,O,CBD,Yes,
,Vapor and Company,3621 S Orlando Dr,,Sanford,FL,32773,US,https://vaporandco.com/,4078787397,vaporandco@aol.com,2018-09-09,11/13/2018,,V,,,
,30A Kratom,605 N CR-393 Ste B7,,Santa Rosa Beach,FL,32459,US,https://30akratom.com,8506223828,,2020-11-14,,Yes,O,CBD,,
,Your CBD Store,3906 US-98 W Ste 35,,Santa Rosa Beach,FL,32459,US,https://cbdrx4u.com,8503927500,santarosabeach592@cbdrx4u.com,2020-12-06,,Yes,C,CBD,,
,AquaFire Vapors,2066 17th St Ste A,,Sarasota,FL,34234,US,,9413125384,aquafirevapor@gmail.com,2015-10-15,3/22/2019,,V,,,
,AquaFire Vapors,7608 Lockwood Ridge Rd,,Sarasota,FL,34243,US,https://aquafirevapors.com/,9419601340,aquafirevapor@gmail.com,2018-08-06,12/13/2019,,V,,Yes,
,Atomic Blaze Smoke Shop,1183 Sarasota Center Blvd,,Sarasota,FL,34240,US,https://atomicblaze.com,9419523425,puff@atomicblaze.com,2020-09-17,9/17/2020,,H,,,
,CBD American Shaman - Sarasota - Clark Rd,3412 Clark Rd,,Sarasota,FL,34231,US,https://cbdamericanshaman.com/,9417060715,brandon.carnes1@gmail.com,2019-11-12,,Yes,C,CBD,,
,CBD American Shaman Cattlemen,4016 Cattleman Dr,,Sarasota,FL,34232,US,,9413430223,,2020-06-23,,Yes,C,CBD,,
,City of Vapors,5763 Beneva Rd,,Sarasota,FL,34233,US,http://www.cityofvapors.com/,9413125556,info@cityofvapors.com,2014-08-28,3/25/2019,Yes,V,CBD,,
,City of Vapors,8321 Lockwood Ridge Rd,,Sarasota,FL,34243,US,http://www.cityofvapors.com/,9414447365,info@cityofvapors.com,2018-06-16,6/26/2019,Yes,V,CBD,,
,Clean Smoke,2325 Bee Ridge Rd,,Sarasota,FL,34239,US,https://cleansmoke.com/,9419227000,sales@cleansmoke.com,2018-10-18,10/18/2018,Yes,V,CBD,Yes,
,DNA Vaping Lounge Sarasota,5045 Fruitville Rd Ste 165,,Sarasota,FL,34232,US,,9413716215,ebfusion@outlook.com,2015-06-15,4/9/2019,Yes,V,CBD,,
,Dragon Headz Smoke and Vape Shop,420 S Washington Blvd,,Sarasota,FL,34236,US,https://www.facebook.com/dragonheadzsrq/,9419551719,dragonheadzsrq@gmail.com,2019-01-03,,Yes,S,CBD,Yes,
,Gateway Vape Shop,6534 Gateway Ave,,Sarasota,FL,34231,US,,9412035377,,2021-10-17,10/17/2021,Yes,S,CBD,,
,Ignite Vapors,3251 17th St Ste 170,,Sarasota,FL,34235,US,https://www.ignitevaporssmokeshop.com/,9413301240,khamisabraham@hotmail.com,2019-12-10,12/10/2019,Yes,S,CBD,Yes,
,Kiss My Ash,7920 N Tamiami Trl,,Sarasota,FL,34243,US,http://www.kissmyashsmokeshop.com/,9413556333,kissmyash420@outlook.com,2019-01-02,,Yes,H,CBD,Yes,
,Mad Vapor,2940 S Beneva Rd,,Sarasota,FL,34232,US,,9419223700,,2019-05-02,,,S,,,
,My Florida Green,6600 University Parkway #102,,Sarasota,FL,34240,US,https://myfloridagreen.com/,9412177273,info@myfloridagreen.com,2021-10-11,,Yes,C,CBD,,
,NK Smoke Shop,1155 N Washington Blvd,,Sarasota,FL,34236,US,,9418991514,,2021-10-15,10/15/2021,Yes,S,CBD,,
,Red Tiger Smoke Shop,919 N Washington Blvd,,Sarasota,FL,34236,US,,9419510838,shopright@yahoo.com,2018-11-03,,,S,,Yes,
,Rocketman Shop,2635 Mall Dr,,Sarasota,FL,34231,US,http://rocketmanshop.com/,9419232096,420@rocketmanshop.com,2018-12-25,,Yes,H,CBD,,
,RYO Tasteful Tobacco,5761 S Beneva Rd,,Sarasota,FL,34233,US,http://www.ryotastefultobacco.com/,9413125556,info@ryotastefultobacco.com,2018-10-24,10/24/2018,,S,,,
,Serenity Wellness - Your Sarasota Cbd Store,1459 Main St,,Sarasota,FL,34236,US,https://www.serenitywellnessfl.com,9412812264,info@serenitywellnessfl.com,2020-11-25,,Yes,C,CBD,,
,Siesta Key Vape & Smoke,2069 Siesta Dr,,Sarasota,FL,34239,US,,9413308966,,2021-10-16,10/16/2021,Yes,V,CBD,,
,SkyBudz Smoke Shop,3135 N Tamiami Trail,,Sarasota,FL,34234,US,https://skyhighsmokeshop.business.site/,9414487758,,2019-09-02,,Yes,S,CBD,,
,SRQ Botanicals,3704 Webber St,,Sarasota,FL,34232,US,https://srqbotanicals.com/,9412609876,srqbotanicals@gmail.com,2021-01-02,,Yes,C,CBD,,
,The King of Vape,2253 Bee Ridge Rd,,Sarasota,FL,34239,US,https://thekingofvape.com/,9412605836,tom@thekingofvape.com,2018-09-25,8/15/2019,Yes,V,CBD,,
,Tobacco Depot,4463 Bee Ridge Rd,,Sarasota,FL,34233,US,http://tobaccodepot.com,9413796455,sarasota@tobaccodepot.com,2018-10-25,4/8/2019,,T,,,
,Trusted CBD Store,1375 Main St,,Sarasota,FL,34236,US,https://www.trustedcbd.com/,9413302933,daniel@trustedcbd.net,2020-12-14,,Yes,C,CBD,,
,Vapor Headz,428 S Washington Blvd,,Sarasota,FL,34236,US,,9413300040,vaporheadzsrq@gmail.com,2018-10-25,2/25/2019,,V,,,
,Vapors Express,3908 S Tamiami Trl Ste B,,Sarasota,FL,34231,US,https://vapors-express.business.site/,9415548960,,2021-10-20,,Yes,V,CBD,,
,Wonderland Vape & Smoke Shop,5133 N Tamiami Trl,,Sarasota,FL,34234,US,,9414878279,,2021-10-16,,Yes,V,CBD,,
,Your CBD Store - Laurel Ridge,7267 Bee Ridge Rd,,Sarasota,FL,34241,US,https://cbdrx4u.com/find-us/florida/laurel-ridge,9417061724,laurelridge540@cbdrx4u.com,2020-03-26,6/3/2021,Yes,C,CBD,,
,"Your CBD Store - St. Armands, FL",421 St. Armands Cir #421A,,Sarasota,FL,34236,US,https://cbdrx4u.com/,9412605102,yourcbdstorestarmands@gmail.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,CBD American Shaman of Satellite Beach,1024 Hwy A1A Ste 146,,Satellite Beach,FL,32937,US,https://cbdamericanshaman.com/,3216228875,cbdofbrevard@gmail.com,2019-11-11,11/11/2019,Yes,C,CBD,,
,20 Past 4,482 US-1 Ste 1,,Sebastian,FL,32958,US,https://20past4.business.site/,7724130005,,2018-10-26,,Yes,H,CBD,,
,The Kings Humidor Cigars And More,9875 US-1,,Sebastian,FL,32958,US,http://thekingshumidor.com,7725381304,thekingshumidor@yahoo.com,2018-10-29,,Yes,T,CBD,,
,The Wave CBD,9875 US-1 #1,,Sebastian,FL,32958,US,https://the-wave-cbd-cbd-oils-sebastian-cbd-oils-vero.business.site/,7729184067,,2020-12-08,,Yes,C,CBD,,
,Up in Smoke - Sebastian,13600 US-1 #9,,Sebastian,FL,32958,US,,7729182002,,2019-05-28,,,V,,,
,Valhalla Vape Lounge,245 Sebastian Blvd Ste B,,Sebastian,FL,32958,US,http://valhallavapelounge.com/,7729184582,valhallavapelounge@icloud.com,2018-09-21,,Yes,V,CBD,,
,Bebe's Tobacco,3286 US 27 S #B,,Sebring,FL,33870,US,http://bebestobacco.com/,8633854476,info@bebestobacco.com,2019-07-22,7/22/2019,Yes,S,CBD,Yes,
,Fully Vaped,3029 US-27,,Sebring,FL,33870,US,,8634513322,email@fullyvaped.com,2019-11-10,,,V,,,
,Gr8 E Vape,2623 US-27,,Sebring,FL,33870,US,http://gr8evape.us/,8633149119,gr8evape@yahoo.com,2018-09-30,11/18/2019,Yes,V,CBD,,
,Legendary Vapes,2936 US-27,,Sebring,FL,33870,US,,8632017032,legendaryvape@yahoo.com,2021-03-08,3/8/2021,Yes,V,CBD,Yes,
,Roll N' Smokes,740 Sebring Sq,,Sebring,FL,33870,US,,8634020110,rollnsmokesol@gmail.com,2020-02-11,,Yes,S,CBD,Yes,
,The CBD Corner,2936 US-27 N,,Sebring,FL,33870,US,,8632017032,jedrickmojica@gmail.com,2020-12-21,,Yes,C,CBD,,
,Cloud House Smoke Shop,1214 W Dr Martin Luther King Jr Blvd,,Seffner,FL,33584,US,,8135715900,cloudhouse77@gmail.com,2019-08-26,,Yes,S,CBD,Yes,
,Custom Vapors Inc.,1005 US-92,,Seffner,FL,33584,US,http://www.customvaporsinc.com/,8134388950,info@customvaporsinc.com,2018-08-10,2/5/2020,Yes,V,CBD,,
,Pipes R Us,12002 E Dr Martin Luther King Jr Blvd,,Seffner,FL,33584,US,,8136614420,,2019-06-19,,,S,,,
,Gallery Smoke Shop,9107 Park Blvd,,Seminole,FL,33777,US,http://gallerysmokeshop.com,7279546318,info@gallerysmokeshop.com,2020-08-11,,Yes,S,CBD,Yes,
,Psychedelic Jester Smoke & Gift,6024 Seminole Blvd,,Seminole,FL,33772,US,http://www.tpjenterprises.com,7278002983,anthony@tpjenterprises.com,2019-01-04,6/17/2019,Yes,H,CBD,Yes,
,Purple Haze Of Seminole,10999 Seminole Blvd,,Seminole,FL,33778,US,https://www.purplehazetobacco.com/,7273977473,,2018-09-11,,Yes,S,CBD,,
,"Your CBD Store - Seminole, FL",7182 Seminole Blvd,,Seminole,FL,33772,US,https://cbdrx4u.com/,7273924223,seminole437@cbdrx4u.com,2019-09-11,9/11/2019,Yes,C,CBD,,
,Ganja Mon,5055 Ocean Blvd,,Siesta Key,FL,34242,US,https://ganjamonvibes.com/,9412035749,,2021-01-10,,Yes,C,CBD,,
,"Your CBD Store - Siesta Key, FL",5109 Ocean Blvd,,Siesta Key,FL,34242,US,https://cbdrx4u.com/,9417028946,,2019-09-11,9/11/2019,Yes,C,CBD,,
,Hot Coil Vapes,577 Beville Rd,,South Daytona,FL,32119,US,,3869449733,hotcoils386@gmail.com,2018-06-27,7/13/2019,Yes,V,CBD,,
,Pumpernickel Pops Smoke Shop & Vape Store,2841 S Nova Rd Ste 5,,South Daytona,FL,32119,US,http://www.pumpernickelpops.com/,3868724315,pops@pumpernickelpops.com,2018-09-11,5/28/2020,Yes,S,CBD,Yes,
,The U Smoke Shop,5827 Sunset Dr,,South Miami,FL,33143,US,,3053978154,,2018-09-25,,,S,,,
,High Life Smoke Shop,6840 Dykes Rd,,Southwest Ranches,FL,33331,US,http://highlifesmokestore.com/,7543125155,,2019-08-24,,Yes,S,CBD,Yes,
,Cigar & Smoke Shop,5552 Commercial Way,,Spring Hill,FL,34606,US,,3526062527,cigarandsmokeshop@gmail.com,2019-08-06,,Yes,S,CBD,Yes,
,CNR VAPORS,6143 Deltona Blvd,,Spring Hill,FL,34606,US,http://www.cnr423distribution.com/,3525150519,cnr423distribution@gmail.com,2019-08-27,,Yes,V,CBD,,
,Discount Cigarette Outlet,1237 Kass Cir,,Spring Hill,FL,34606,US,,3526840620,,2019-10-07,,,S,,Yes,
,Electron Cig,14315 Spring Hill Dr,,Spring Hill,FL,34609,US,https://www.electroncig.com/,3526880444,sales@elctroncig.com,2018-10-21,10/21/2018,,V,,,
